id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
jbda-aokivillage-aokisoneibus,gtfs,,JP,Nagano Prefecture,Aoki,青木村,True,青木村営バス,,zaisei@vill.aoki.nagano.jp,,https://api.gtfs-data.jp/v2/organizations/aokivillage/feeds/aokisoneibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-aokivillage-aokisoneibus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,36.337744,36.3959477030782,138.084755,138.249358836008,2025-10-29 18:29:34.183477+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-arakawacity-sakura,gtfs,,JP,Tokyo,Arakawa,荒川区,True,コミュニティバスさくら,荒川区コミュニティバス「さくら」,toshikeikaku@city.arakawa.lg.jp,,https://api.gtfs-data.jp/v2/organizations/arakawacity/feeds/sakura/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-arakawacity-sakura/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.7334964017327,35.743620784371,139.777873724969,139.798597452789,2026-03-23 20:30:58.604456+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-aridagawatown-aridagawatownbus,gtfs,,JP,Wakayama Prefecture,Aridagawa,有田川町,True,有田川町コミュニティバス,not_set,b.kikakuzaisei@town.aridagawa.lg.jp,,https://api.gtfs-data.jp/v2/organizations/aridagawatown/feeds/aridagawatownbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-aridagawatown-aridagawatownbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.047234,34.1344,135.248821,135.51503,2025-10-29 19:09:29.359818+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-ashiyatown-AshiyaTownBus,gtfs,,JP,Fukuoka Prefecture,Ashiya,芦屋町,True,芦屋町コミュニティバス 芦屋タウンバス,,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/ashiyatown/feeds/AshiyaTownBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-ashiyatown-AshiyaTownBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.84689426,33.91465831,130.6594386,130.6787215,2025-10-29 21:12:55.217005+00:00,active,Attributions|Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-awajicity-awaji-jenova-line-akashi-iwaya,gtfs,,JP,Hyogo,,淡路市,True,淡路ジェノバライン明石岩屋航路,,t-soumu@city.awaji.lg.jp,,https://api.gtfs-data.jp/v2/organizations/awajicity/feeds/awaji-jenova-line-akashi-iwaya/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-awajicity-awaji-jenova-line-akashi-iwaya/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.590382,34.64535,134.990183,135.020288,2025-10-29 19:06:54.690398+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Stops Wheelchair Accessibility|Translations|Trips Wheelchair Accessibility,,
jbda-awajicity-awajinawahimebus,gtfs,,JP,Hyogo Prefecture,Awaji,淡路市,True,あわ神あわ姫バス,not_set,t-soumu@city.awaji.lg.jp,,https://api.gtfs-data.jp/v2/organizations/awajicity/feeds/awajinawahimebus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-awajicity-awajinawahimebus/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.3456716957449,134.985404310928,34.5792003943172,135.0246,2026-03-27 01:08:04.094324+00:00,active,Fares V1|Feed Information|Headsigns|Route Colors,,
jbda-busnet-tsu-guruttotsubus,gtfs,,JP,Mie Prefecture,Tsu,バスネット津,True,ぐるっと・つーバス,"収録路線：全路線
　GTFS-JP3版対応",gtfsinfo@rosenzu.com,,https://api.gtfs-data.jp/v2/organizations/busnet-tsu/feeds/guruttotsubus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-busnet-tsu-guruttotsubus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.707375,34.722121,136.497856,136.524187,2025-10-29 19:02:20.223404+00:00,active,Attributions|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Transfers|Translations,,
jbda-buzencity-BuzenCityBus,gtfs,,JP,Fukuoka Prefecture,Buzen,豊前市,True,豊前市バス,not_set,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/buzencity/feeds/BuzenCityBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-buzencity-BuzenCityBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.52934436,33.62486370253029,131.01735269773934,131.1554406312226,2026-04-01 00:34:57.403535+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chigasakicity-eboshigou,gtfs,,JP,Kanagawa Prefecture,Chigasaki,茅ヶ崎市,True,コミュニティバスえぼし号,,toshiseisaku@city.chigasaki.kanagawa.jp,,https://api.gtfs-data.jp/v2/organizations/chigasakicity/feeds/eboshigou/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chigasakicity-eboshigou/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.31849,35.38321,139.3737,139.4434,2026-03-27 00:06:45.071187+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-chikugocity-HainuzukaStationAreaLoopBus,gtfs,,JP,Fukuoka Prefecture,Chikugo,筑後市,True,羽犬塚駅周辺循環バス,not_set,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/chikugocity/feeds/HainuzukaStationAreaLoopBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chikugocity-HainuzukaStationAreaLoopBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.2041815,33.2169826,130.4918761,130.51944367036268,2026-04-01 00:02:10.913498+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chikujotown-ChikujoTownCommunityBus,gtfs,,JP,Fukuoka Prefecture,Chikujo,築上町,True,築上町コミュニティバス,not_set,kikaku@town.chikujo.lg.jp,,https://api.gtfs-data.jp/v2/organizations/chikujotown/feeds/ChikujoTownCommunityBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chikujotown-ChikujoTownCommunityBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.594639,33.679694,130.998083,131.084222,2025-11-22 00:50:39.367411+00:00,active,Fares V1|Feed Information|Headsigns|Route Colors|Shapes|Translations,,
jbda-chikuma-bus-rosenbus,gtfs,,JP,Nagano Prefecture,Ueda,千曲バス株式会社,True,路線バス,佐久御代田線、山手線、鹿教湯線、室賀線、上田松本線、青木線、祢津線、武石線、中仙道線、白駒線、美ヶ原高原観光バス,eigyo@chikuma-bus.co.jp,,https://api.gtfs-data.jp/v2/organizations/chikuma-bus/feeds/rosenbus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chikuma-bus-rosenbus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,36.0557086727864,36.4183557677087,137.966257824412,138.50726489615,2026-04-01 01:09:50.602349+00:00,active,Bike Allowed|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chitabus-chitabus,gtfs,,JP,Aichi Prefecture,Chita,知多乗合（知多バス）,True,知多バス,収録路線　知多バス全路線,,,https://api.gtfs-data.jp/v2/organizations/chitabus/feeds/chitabus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chitabus-chitabus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.85877,35.034743,136.807831,137.04068,2026-03-03 00:21:57.680990+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chitacity-chita-aiaibus,gtfs,,JP,Aichi Prefecture,Agui,知多市,True,知多市コミュニティバス「あいあいバス」,北部循環コース（系統１、系統２）、南部コース,kyoudou@city.chita.lg.jp,,https://api.gtfs-data.jp/v2/organizations/chitacity/feeds/chita-aiaibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chitacity-chita-aiaibus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.935346,35.001914,136.828827,136.915017,2025-12-05 01:22:13.102407+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-chitetsu-chitetsubus,gtfs,,JP,Toyama Prefecture,Himi,富山地方鉄道,True,富山地方鉄道バス,,,,https://api.gtfs-data.jp/v2/organizations/chitetsu/feeds/chitetsubus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chitetsu-chitetsubus/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.56161353,36.9060161,136.987061812381,137.510317753334,2025-10-29 18:26:16.810727+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-chitetsu-chitetsushinaidensha,gtfs,,JP,Toyama Prefecture,Toyama,富山地方鉄道,True,富山地方鉄道市内電車,,,,https://api.gtfs-data.jp/v2/organizations/chitetsu/feeds/chitetsushinaidensha/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chitetsu-chitetsushinaidensha/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,36.6705204722661,36.7613627664226,137.191196828679,137.234059466553,2025-10-29 18:25:49.884817+00:00,active,Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-chukibus-chukibus,gtfs,,JP,Wakayama,,中紀バス,True,中紀バス,,info@chukibus-group.co.jp,,https://api.gtfs-data.jp/v2/organizations/chukibus/feeds/chukibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-chukibus-chukibus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.890275,34.056599,135.072295,135.193181,2025-10-29 19:09:28.930527+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Translations,,
jbda-daishinto-Radiant-City,gtfs,,JP,Kanagawa Prefecture,Yokohama,大新東株式会社,True,レイディアントシティ横濱,京浜急行金沢文庫駅西口から大規模マンション「レイディアントシティ横濱 ル・グランブルー」までの区間を自主運行する乗合バスです。,kawai@shidax.co.jp,,https://api.gtfs-data.jp/v2/organizations/daishinto/feeds/Radiant-City/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-daishinto-Radiant-City/latest.zip,https://creativecommons.org/publicdomain/zero/1.0/deed.ja,35.334438,35.344308,139.610075,139.620599,2025-10-29 18:25:01.611218+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-dazaifucity-DazaifuCityCommunityBus,gtfs,,JP,Fukuoka Prefecture,Dazaifu,太宰府市,True,太宰府市コミュニティバスまほろば号,"地域サポートカー3路線（湯の谷地域線、連歌屋地域線、東観世地域線）
",remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/dazaifucity/feeds/DazaifuCityCommunityBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-dazaifucity-DazaifuCityCommunityBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.51054853991267,33.5246328589549,130.5218965000953,130.53738637580693,2026-02-21 00:43:03.763122+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-enacity-communitybus,gtfs,,JP,Gifu Prefecture,Ena,恵那市,True,恵那市自主運行バス（コミュニティバス）,"収録路線：自主運行バス全路線（デマンド交通を除く）
　GTFS-JP３版対応",koutsuu@city.ena.lg.jp,,https://api.gtfs-data.jp/v2/organizations/enacity/feeds/communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-enacity-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.237056,35.528618,137.252775,137.517645,2026-04-01 01:04:48.605108+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-fujiedacity-gtfsfjed,gtfs,,JP,Shizuoka Prefecture,Fujieda,藤枝市,True,藤枝市自主運行バス（駅南循環+アクセスバス）,not_set,kotsu@city.fujieda.lg.jp,,https://api.gtfs-data.jp/v2/organizations/fujiedacity/feeds/gtfsfjed/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fujiedacity-gtfsfjed/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,34.78595,34.99886,138.18062,138.28455,2026-03-29 00:32:50.404472+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-fukauratown-fukaura-town-communitybus,gtfs,,JP,Aomori Prefecture,Fukaura,深浦町,True,深浦町コミュニティバス,岩崎線、町内線、岩坂線、松原塩見崎線、長慶平線,sougousenryaku@town.fukaura.lg.jp,,https://api.gtfs-data.jp/v2/organizations/fukauratown/feeds/fukaura-town-communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fukauratown-fukaura-town-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,40.486209,40.745214,139.862818,140.123729,2026-03-23 20:28:26.074182+00:00,active,Attributions|Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-fukuoka-kawasakitown-KawasakiTownFureaiBus,gtfs,,JP,Fukuoka Prefecture,Kawasaki,川崎町,True,川崎町ふれあいバス,not_set,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/fukuoka-kawasakitown/feeds/KawasakiTownFureaiBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fukuoka-kawasakitown-KawasakiTownFureaiBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.539237088055046,33.630639941405185,130.78889780830434,130.84062113278694,2026-02-20 00:34:04.945912+00:00,active,Fares V1|Feed Information|Headsigns|Route Colors|Shapes|Translations,,
jbda-fukuoka-kogacity-KogaBus,gtfs,,JP,Fukuoka Prefecture,Koga,古賀市,True,コガバス,not_set,remilab-staff@is.kyusan-u.ac.jp,,https://api.gtfs-data.jp/v2/organizations/fukuoka-kogacity/feeds/KogaBus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fukuoka-kogacity-KogaBus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.6994403,33.73195791311047,130.449588,130.4869316,2025-10-29 21:13:41.252910+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Shapes|Translations,,
jbda-fukusakitown-junkai-fukuhime-fukusakikasairenkei,gtfs,,JP,Hyogo Prefecture,Fukusaki,福崎町,True,巡回バス/ふくひめ号/福崎町・加西市連携コミュニティバス,not_set,machi@town.fukusaki.lg.jp,,https://api.gtfs-data.jp/v2/organizations/fukusakitown/feeds/junkai-fukuhime-fukusakikasairenkei/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fukusakitown-junkai-fukuhime-fukusakikasairenkei/latest.zip,https://creativecommons.org/licenses/by/2.1/jp/,34.926193,34.984032,134.723223,134.787993,2026-04-01 01:11:23.121810+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-fukutsucity-minibus,gtfs,,JP,Fukuoka Prefecture,Fukutsu,福津市,True,ふくつミニバス・ふくつ乗合タクシー,福間周回線、津屋崎線、上西郷線、勝浦線、東福間・若木台線、ふくつ乗合タクシー,toshi@city.fukutsu.lg.jp,,https://api.gtfs-data.jp/v2/organizations/fukutsucity/feeds/minibus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-fukutsucity-minibus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.7497311,33.8425133,130.4565417,130.5346144,2025-10-29 21:13:41.493661+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-gan-wu-shiokazeline,gtfs,,JP,Hokkaido Prefecture,Tomari,岩宇地域公共交通活性化協議会,True,しおかぜライン,"収録路線：しおかぜライン
GTFS-JP3版対応",kikaku@town.hokkaido-kyowa.lg.jp,,https://api.gtfs-data.jp/v2/organizations/gan-wu/feeds/shiokazeline/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-gan-wu-shiokazeline/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,42.97436,43.219862,140.327177,140.567549,2025-10-29 18:18:25.567341+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-geiseivillage-GTFS-Geiseivill_Bus,gtfs,,JP,Kochi Prefecture,Geisei,芸西村,True,芸西村「おでかけバス」,,https://www.vill.geisei.kochi.jp/pages/m000780.php,,https://api.gtfs-data.jp/v2/organizations/geiseivillage/feeds/GTFS-Geiseivill_Bus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-geiseivillage-GTFS-Geiseivill_Bus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,33.517252,33.544673,133.770692,133.826782,2025-10-29 21:08:48.951310+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-gifu-yamagatacity-communitybus,gtfs,,JP,Gifu Prefecture,Yamagata,山県市,True,山県市自主運行バス,収録している路線：神崎山県BT線、市街地巡回線東ルート、市街地巡回線西ルート,kikaku@city.gifu-yamagata.lg.jp,,https://api.gtfs-data.jp/v2/organizations/gifu-yamagatacity/feeds/communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-gifu-yamagatacity-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.488846,35.66236265,136.6804864,136.80425469889,2025-10-29 18:32:57.827650+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
jbda-gifucity-communitybus,gtfs,,JP,Gifu Prefecture,Gifu,岐阜市,True,岐阜市コミュニティバス,"収録路線：加納地区「加納めぐりバス」、市橋地区「西ぎふ・くるくるバス」、日光地区「にっこりバス」、三輪地区「みわっこバス」、中心市街地東部地区「e（いい）バス」、芥見東・南地区「みどりっこバス」、黒野・西郷地区「ほっとバス」、藍川地区「あいあいバス」、長森南地区「373(みなみ)バス」、境川地区「境川らくちゃんバス」、長良・長良東地区「ながらうかいバス」、芥見・岩地区「芥見岩っこバス」、三里・本荘地区「すまいるバス」、常磐・鷺山・長良西地区「さんさんバス」、茜部・厚見地区「厚見・茜部ぐるりふれあいバス」、日野地区「ひのっこバス」、北長森地区「長森ふれあいバス」、七郷・木田地区「七郷・木田バス」、岩野田・岩野田北地区「ぐるっとバス」、鏡島・合渡地区「おべにバス」

※年末年始の運休期間には対応しておりません。岐阜市WEBサイトにて確認ください。",gtfsinfo@rosenzu.com,,https://api.gtfs-data.jp/v2/organizations/gifucity/feeds/communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-gifucity-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.3571619564312,35.514732003,136.693638421,136.873925341,2026-04-01 00:53:41.624716+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-goshogawaracity-goshogawara-communitybus,gtfs,,JP,Aomori Prefecture,Goshogawara,五所川原市,True,五所川原市コミュニティバス,"にこにこバス（十三地区、磯松・脇元地区、太田・相内地区）、
川倉の湯っこバス（嘉瀬・中柏木、嘉瀬・中柏木、金木・蒔田・神原・大東ヶ丘、藤枝・川倉・喜良市）
",tosikei@city.goshogawara.lg.jp,,https://api.gtfs-data.jp/v2/organizations/goshogawaracity/feeds/goshogawara-communitybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-goshogawaracity-goshogawara-communitybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,40.874958,41.096764,140.314244,140.492056,2026-04-03 00:25:10.972755+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Shapes|Translations,,
jbda-gujocity-citybus,gtfs,,JP,Gifu Prefecture,Gujo,郡上市,True,郡上市自主運行バス,"収録路線：郡上八幡コミュニティバス「まめバス」、八幡地域、大和地域、和良地域、明宝地域、美並地域
GTFS-JP３版対応",gtfsinfo@rosenzu.com,,https://api.gtfs-data.jp/v2/organizations/gujocity/feeds/citybus/files/feed.zip?rid=current,0,,,https://files.mobilitydatabase.org/jbda-gujocity-citybus/latest.zip,https://creativecommons.org/licenses/by/4.0/deed.ja,35.530359,35.912645,136.861854,137.132463,2026-04-08 01:51:43.127158+00:00,active,Fares V1|Feed Information|Headsigns|Location Types|Route Colors|Translations,,
